"Region_ID","Region_Name","Region_Lat","Region_Lon","Vaccine_Name","Vaccine_Abbreviation","Age_Group","Coverage_Percentage","Year_Value"
1,"Piemonte",45.0732745,7.680687483,"Polio","POL","48 months","95.54",2022
1,"Piemonte",45.0732745,7.680687483,"Difterite","DIF","48 months","95.59",2022
1,"Piemonte",45.0732745,7.680687483,"Tetano","TET","48 months","95.6",2022
1,"Piemonte",45.0732745,7.680687483,"Pertosse","PER","48 months","95.24",2022
1,"Piemonte",45.0732745,7.680687483,"Epatite B","EP B","48 months","95.24",2022
1,"Piemonte",45.0732745,7.680687483,"Hib","HIB","48 months","95.19",2022
1,"Piemonte",45.0732745,7.680687483,"Morbillo","MOR","48 months","95.85",2022
1,"Piemonte",45.0732745,7.680687483,"Parotite","PAR","48 months","95.74",2022
1,"Piemonte",45.0732745,7.680687483,"Rosolia","ROS","48 months","95.3",2022
1,"Piemonte",45.0732745,7.680687483,"Varicella","VAR","48 months","93.09",2022
1,"Piemonte",45.0732745,7.680687483,"Meningococco C coniugato","Men C","48 months","89.97",2022
1,"Piemonte",45.0732745,7.680687483,"Pneumococco coniugato","PNC","48 months","91.09",2022
1,"Piemonte",45.0732745,7.680687483,"Epatite A","EP A","48 months","1.03",2022
1,"Piemonte",45.0732745,7.680687483,"Rotavirus","ROTA","48 months",NA,2022
1,"Piemonte",45.0732745,7.680687483,"Meningococco B","Men B","48 months","85",2022
1,"Piemonte",45.0732745,7.680687483,"Meningococco ACYW coniugato","Men ACYW","48 months","1.62",2022
2,"Valle d'Aosta",45.73750286,7.320149366,"Polio","POL","48 months","96.93",2022
2,"Valle d'Aosta",45.73750286,7.320149366,"Difterite","DIF","48 months","96.93",2022
2,"Valle d'Aosta",45.73750286,7.320149366,"Tetano","TET","48 months","96.93",2022
2,"Valle d'Aosta",45.73750286,7.320149366,"Pertosse","PER","48 months","96.93",2022
2,"Valle d'Aosta",45.73750286,7.320149366,"Epatite B","EP B","48 months","96.93",2022
2,"Valle d'Aosta",45.73750286,7.320149366,"Hib","HIB","48 months","96.7",2022
2,"Valle d'Aosta",45.73750286,7.320149366,"Morbillo","MOR","48 months","96.93",2022
2,"Valle d'Aosta",45.73750286,7.320149366,"Parotite","PAR","48 months","96.81",2022
2,"Valle d'Aosta",45.73750286,7.320149366,"Rosolia","ROS","48 months","96.93",2022
2,"Valle d'Aosta",45.73750286,7.320149366,"Varicella","VAR","48 months","93.17",2022
2,"Valle d'Aosta",45.73750286,7.320149366,"Meningococco C coniugato","Men C","48 months","90.78",2022
