"Region_ID","Region_Name","Region_Lat","Region_Lon","Vaccine_Name","Vaccine_Abbreviation","Age_Group","Coverage_Percentage","Year_Value"
1,"Piemonte",45.0732745,7.680687483,"Difterite","DIF","16 years","75.71",2022
1,"Piemonte",45.0732745,7.680687483,"Tetano","TET","16 years","75.86",2022
1,"Piemonte",45.0732745,7.680687483,"Pertosse","PER","16 years","75.3",2022
1,"Piemonte",45.0732745,7.680687483,"Morbillo, Parotite, Rosolia, Varicella","MPRV_first_dose","16 years","96.56",2022
1,"Piemonte",45.0732745,7.680687483,"Morbillo, Parotite, Rosolia, Varicella","MPRV_second_dose","16 years","94.65",2022
1,"Piemonte",45.0732745,7.680687483,"Parotite (prima dose)","PAR_first_dose","16 years","96.48",2022
1,"Piemonte",45.0732745,7.680687483,"Parotite (seconda dose)","PAR_second_dose","16 years","94.41",2022
1,"Piemonte",45.0732745,7.680687483,"Rosolia (prima dose)","ROS_first_dose","16 years","74.02",2022
1,"Piemonte",45.0732745,7.680687483,"Rosolia (seconda dose)","ROS_second_dose","16 years","62.48",2022
1,"Piemonte",45.0732745,7.680687483,"Meningococco C coniugato","Men C","16 years","76.77",2022
1,"Piemonte",45.0732745,7.680687483,"Polio","POL","16 years","75.58",2022
1,"Piemonte",45.0732745,7.680687483,"Epatite A","EP A","16 years","3.95",2022
1,"Piemonte",45.0732745,7.680687483,"Meningococco ACYW coniugato","Men ACYW","16 years","71.07",2022
2,"Valle d'Aosta",45.73750286,7.320149366,"Difterite","DIF","16 years","85.1",2022
2,"Valle d'Aosta",45.73750286,7.320149366,"Tetano","TET","16 years","85.67",2022
2,"Valle d'Aosta",45.73750286,7.320149366,"Pertosse","PER","16 years","84.93",2022
2,"Valle d'Aosta",45.73750286,7.320149366,"Morbillo, Parotite, Rosolia, Varicella","MPRV_first_dose","16 years","94.63",2022
2,"Valle d'Aosta",45.73750286,7.320149366,"Morbillo, Parotite, Rosolia, Varicella","MPRV_second_dose","16 years","93.08",2022
2,"Valle d'Aosta",45.73750286,7.320149366,"Parotite (prima dose)","PAR_first_dose","16 years","94.46",2022
2,"Valle d'Aosta",45.73750286,7.320149366,"Parotite (seconda dose)","PAR_second_dose","16 years","92.75",2022
2,"Valle d'Aosta",45.73750286,7.320149366,"Rosolia (prima dose)","ROS_first_dose","16 years","94.46",2022
2,"Valle d'Aosta",45.73750286,7.320149366,"Rosolia (seconda dose)","ROS_second_dose","16 years","92.83",2022
2,"Valle d'Aosta",45.73750286,7.320149366,"Meningococco C coniugato","Men C","16 years","90.39",2022
2,"Valle d'Aosta",45.73750286,7.320149366,"Polio","POL","16 years","85.02",2022
2,"Valle d'Aosta",45.73750286,7.320149366,"Epatite A","EP A","16 years","1.3",2022
2,"Valle d'Aosta",45.73750286,7.320149366,"Meningococco ACYW coniugato","Men ACYW","16 years","81.84",2022
3,"Lombardia",45.46679409,9.190347404,"Difterite","DIF","16 years","77.04",2022
3,"Lombardia",45.46679409,9.190347404,"Tetano","TET","16 years","77.22",2022
3,"Lombardia",45.46679409,9.190347404,"Pertosse","PER","16 years","76.42",2022
3,"Lombardia",45.46679409,9.190347404,"Morbillo, Parotite, Rosolia, Varicella","MPRV_first_dose","16 years","96.58",2022
3,"Lombardia",45.46679409,9.190347404,"Morbillo, Parotite, Rosolia, Varicella","MPRV_second_dose","16 years","94.9",2022
3,"Lombardia",45.46679409,9.190347404,"Parotite (prima dose)","PAR_first_dose","16 years","96.4",2022
3,"Lombardia",45.46679409,9.190347404,"Parotite (seconda dose)","PAR_second_dose","16 years","94.12",2022
3,"Lombardia",45.46679409,9.190347404,"Rosolia (prima dose)","ROS_first_dose","16 years","96.43",2022
3,"Lombardia",45.46679409,9.190347404,"Rosolia (seconda dose)","ROS_second_dose","16 years","94.34",2022
3,"Lombardia",45.46679409,9.190347404,"Meningococco C coniugato","Men C","16 years","86.25",2022
3,"Lombardia",45.46679409,9.190347404,"Polio","POL","16 years","77.02",2022
3,"Lombardia",45.46679409,9.190347404,"Epatite A","EP A","16 years","6.42",2022
3,"Lombardia",45.46679409,9.190347404,"Meningococco ACYW coniugato","Men ACYW","16 years","76.87",2022
21,"Bolzano",46.49933453,11.35662422,"Difterite","DIF","16 years","14.2",2022
21,"Bolzano",46.49933453,11.35662422,"Tetano","TET","16 years","14.55",2022
21,"Bolzano",46.49933453,11.35662422,"Pertosse","PER","16 years","13.28",2022
21,"Bolzano",46.49933453,11.35662422,"Morbillo, Parotite, Rosolia, Varicella","MPRV_first_dose","16 years","92.61",2022
21,"Bolzano",46.49933453,11.35662422,"Morbillo, Parotite, Rosolia, Varicella","MPRV_second_dose","16 years","90.05",2022
21,"Bolzano",46.49933453,11.35662422,"Parotite (prima dose)","PAR_first_dose","16 years","92.39",2022
