"Region_ID","Region_Name","Region_Lat","Region_Lon","Vaccine_Name","Vaccine_Abbreviation","Age_Group","Coverage_Percentage","Year_Value","Source_File"
1,"Piemonte",45.0732745,7.680687483,"Difterite","DIF",16,"83.61",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_5_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Tetano","TET",16,"83.78",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_5_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Pertosse","PER",16,"82.08",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_5_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Morbillo, Parotite, Rosolia, Varicella","MPRV_first_dose",16,"97.44",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_5_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Morbillo, Parotite, Rosolia, Varicella","MPRV_second_dose",16,"95.51",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_5_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Parotite (prima dose)","PAR_first_dose",16,"97.38",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_5_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Parotite (seconda dose)","PAR_second_dose",16,"95.32",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_5_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Rosolia (prima dose)","ROS_first_dose",16,"97.38",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_5_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Rosolia (seconda dose)","ROS_second_dose",16,"95.36",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_5_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Meningococco C coniugato","Men C",16,"82.37",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_5_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Polio","POL",16,"83.89",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_5_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Epatite A","EP A",16,"3.09",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_5_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Meningococco ACYW coniugato","Men ACYW",16,"80.61",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_5_file.pdf"
2,"Valle d'Aosta",45.73750286,7.320149366,"Difterite","DIF",16,"87.68",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_5_file.pdf"
