"Region_ID","Region_Name","Region_Lat","Region_Lon","Vaccine_Name","Vaccine_Abbreviation","Age_Group","Coverage_Percentage","Year_Value","Source_File"
1,"Piemonte",45.0732745,7.680687483,"Polio","POL","48 mesi","96.63",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_2_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Difterite","DIF","48 mesi","96.61",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_2_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Tetano","TET","48 mesi","96.67",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_2_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Pertosse","PER","48 mesi","96.6",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_2_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Epatite B","EP B","48 mesi","96.3",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_2_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Hib","HIB","48 mesi","95.78",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_2_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Morbillo","MOR","48 mesi","96.47",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_2_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Parotite","PAR","48 mesi","96.41",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_2_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Rosolia","ROS","48 mesi","96.45",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_2_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Varicella","VAR","48 mesi","8.95",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_2_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Meningococco C coniugato","Men C","48 mesi","92.96",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_2_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Pneumococco coniugato","PNC","48 mesi","92.52",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_2_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Epatite A","EP A","48 mesi","1.76",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_2_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Rotavirus","ROTA","48 mesi",NA,2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_2_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Meningococco B","Men B","48 mesi","13.94",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_2_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Meningococco ACYW coniugato","Men ACYW","48 mesi","0.72",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_2_file.pdf"
2,"Valle d'Aosta",45.73750286,7.320149366,"Polio","POL","48 mesi","95.43",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_2_file.pdf"
2,"Valle d'Aosta",45.73750286,7.320149366,"Difterite","DIF","48 mesi","95.12",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_2_file.pdf"
2,"Valle d'Aosta",45.73750286,7.320149366,"Tetano","TET","48 mesi","95.64",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_2_file.pdf"
2,"Valle d'Aosta",45.73750286,7.320149366,"Pertosse","PER","48 mesi","95.12",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_2_file.pdf"
2,"Valle d'Aosta",45.73750286,7.320149366,"Epatite B","EP B","48 mesi","94.81",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_2_file.pdf"
2,"Valle d'Aosta",45.73750286,7.320149366,"Hib","HIB","48 mesi","94.5",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_2_file.pdf"
2,"Valle d'Aosta",45.73750286,7.320149366,"Morbillo","MOR","48 mesi","94.91",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_2_file.pdf"
2,"Valle d'Aosta",45.73750286,7.320149366,"Parotite","PAR","48 mesi","94.7",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_2_file.pdf"
2,"Valle d'Aosta",45.73750286,7.320149366,"Rosolia","ROS","48 mesi","94.91",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_2_file.pdf"
2,"Valle d'Aosta",45.73750286,7.320149366,"Varicella","VAR","48 mesi","11.42",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_2_file.pdf"
2,"Valle d'Aosta",45.73750286,7.320149366,"Meningococco C coniugato","Men C","48 mesi","90.03",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_2_file.pdf"
2,"Valle d'Aosta",45.73750286,7.320149366,"Pneumococco coniugato","PNC","48 mesi","90.76",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_2_file.pdf"
2,"Valle d'Aosta",45.73750286,7.320149366,"Epatite A","EP A","48 mesi","0.83",2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_2_file.pdf"
2,"Valle d'Aosta",45.73750286,7.320149366,"Rotavirus","ROTA","48 mesi",NA,2019,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_3_2_file.pdf"
