"Region_ID","Region_Name","Region_Lat","Region_Lon","Vaccine_Name","Vaccine_Abbreviation","Age_Group","Coverage_Percentage","Year_Value","Source_File"
1,"Piemonte",45.0732745,7.680687483,"Morbillo","MOR","5_6","91.61",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Parotite","PAR","5_6","91.3",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Rosolia","ROS","5_6","91.48",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Varicella","VAR","5_6","6.32",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Difterite","DIF","5_6","89.9",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Tetano","TET","5_6","90.36",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Pertosse","PER","5_6","89.83",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Polio","POL","5_6","90.32",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
2,"Valle d'Aosta",45.73750286,7.320149366,"Morbillo","MOR","5_6","91.25",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
2,"Valle d'Aosta",45.73750286,7.320149366,"Parotite","PAR","5_6","90.66",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
2,"Valle d'Aosta",45.73750286,7.320149366,"Rosolia","ROS","5_6","90.86",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
2,"Valle d'Aosta",45.73750286,7.320149366,"Varicella","VAR","5_6","4.28",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
2,"Valle d'Aosta",45.73750286,7.320149366,"Difterite","DIF","5_6","90.27",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
2,"Valle d'Aosta",45.73750286,7.320149366,"Tetano","TET","5_6","91.54",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
2,"Valle d'Aosta",45.73750286,7.320149366,"Pertosse","PER","5_6","90.08",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
2,"Valle d'Aosta",45.73750286,7.320149366,"Polio","POL","5_6","90.37",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
3,"Lombardia",45.46679409,9.190347404,"Morbillo","MOR","5_6","90.82",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
3,"Lombardia",45.46679409,9.190347404,"Parotite","PAR","5_6","90.25",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
3,"Lombardia",45.46679409,9.190347404,"Rosolia","ROS","5_6","90.5",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
3,"Lombardia",45.46679409,9.190347404,"Varicella","VAR","5_6","12.04",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
3,"Lombardia",45.46679409,9.190347404,"Difterite","DIF","5_6","90.21",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
3,"Lombardia",45.46679409,9.190347404,"Tetano","TET","5_6","90.47",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
3,"Lombardia",45.46679409,9.190347404,"Pertosse","PER","5_6","90.11",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
3,"Lombardia",45.46679409,9.190347404,"Polio","POL","5_6","90.44",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
21,"Bolzano",46.49933453,11.35662422,"Morbillo","MOR","5_6","78.56",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
21,"Bolzano",46.49933453,11.35662422,"Parotite","PAR","5_6","78.5",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
21,"Bolzano",46.49933453,11.35662422,"Rosolia","ROS","5_6","78.58",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
21,"Bolzano",46.49933453,11.35662422,"Varicella","VAR","5_6","28.36",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
21,"Bolzano",46.49933453,11.35662422,"Difterite","DIF","5_6","78.82",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
21,"Bolzano",46.49933453,11.35662422,"Tetano","TET","5_6","78.98",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
21,"Bolzano",46.49933453,11.35662422,"Pertosse","PER","5_6","78.76",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
21,"Bolzano",46.49933453,11.35662422,"Polio","POL","5_6","78.83",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
22,"Trento",46.06893511,11.12123097,"Morbillo","MOR","5_6","91.36",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
22,"Trento",46.06893511,11.12123097,"Parotite","PAR","5_6","90.95",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
22,"Trento",46.06893511,11.12123097,"Rosolia","ROS","5_6","91.07",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
22,"Trento",46.06893511,11.12123097,"Varicella","VAR","5_6","15.21",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
22,"Trento",46.06893511,11.12123097,"Difterite","DIF","5_6","89.38",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
22,"Trento",46.06893511,11.12123097,"Tetano","TET","5_6","90",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
22,"Trento",46.06893511,11.12123097,"Pertosse","PER","5_6","89.24",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
22,"Trento",46.06893511,11.12123097,"Polio","POL","5_6","89.75",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
5,"Veneto",45.43490485,12.33845213,"Morbillo","MOR","5_6","87.97",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
5,"Veneto",45.43490485,12.33845213,"Parotite","PAR","5_6","87.51",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
5,"Veneto",45.43490485,12.33845213,"Rosolia","ROS","5_6","87.79",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
5,"Veneto",45.43490485,12.33845213,"Varicella","VAR","5_6","81.98",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
5,"Veneto",45.43490485,12.33845213,"Difterite","DIF","5_6","86.3",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
5,"Veneto",45.43490485,12.33845213,"Tetano","TET","5_6","87",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
5,"Veneto",45.43490485,12.33845213,"Pertosse","PER","5_6","86.21",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
5,"Veneto",45.43490485,12.33845213,"Polio","POL","5_6","86.42",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"Morbillo","MOR","5_6","87.52",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"Parotite","PAR","5_6","87.25",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"Rosolia","ROS","5_6","87.4",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"Varicella","VAR","5_6","72.84",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"Difterite","DIF","5_6","87.72",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"Tetano","TET","5_6","88.41",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"Pertosse","PER","5_6","87.57",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_3_file.pdf"
