"Region_ID","Region_Name","Region_Lat","Region_Lon","Vaccine_Name","Vaccine_Abbreviation","Age_Group","Coverage_Percentage","Year_Value","Source_File"
1,"Piemonte",45.0732745,7.680687483,"Difterite","DIF",18,"83.11",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_6_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Tetano","TET",18,"83.32",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_6_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Pertosse","PER",18,"81.86",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_6_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Morbillo, Parotite, Rosolia, Varicella","MPRV_first_dose",18,"94.72",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_6_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Morbillo, Parotite, Rosolia, Varicella","MPRV_second_dose",18,"92.93",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_6_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Parotite (prima dose)","PAR_first_dose",18,"93.62",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_6_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Parotite (seconda dose)","PAR_second_dose",18,"92.11",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_6_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Rosolia (prima dose)","ROS_first_dose",18,"92.25",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_6_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Rosolia (seconda dose)","ROS_second_dose",18,"93.76",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_6_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Meningococco C coniugato","Men C",18,"86.21",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_6_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Polio","POL",18,"49.68",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_6_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Epatite A","EP A",18,"0.15",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_6_file.pdf"
1,"Piemonte",45.0732745,7.680687483,"Meningococco ACYW coniugato","Men ACYW",18,"79.11",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_6_file.pdf"
2,"Valle d'Aosta",45.73750286,7.320149366,"Difterite","DIF",18,"87.95",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_6_file.pdf"
2,"Valle d'Aosta",45.73750286,7.320149366,"Tetano","TET",18,"88.4",2020,"https://www.salute.gov.it/new/sites/default/files/imported/C_17_bancheDati_38_2_6_file.pdf"
