"Region_ID","Region_Name","Region_Lat","Region_Lon","Vaccine_Name","Vaccine_Abbreviation","Age_Group","Coverage_Percentage","Year_Value"
1,"Piemonte",45.0732745,7.680687483,"Difterite","DIF","16 years","77.87",2023
1,"Piemonte",45.0732745,7.680687483,"Tetano","TET","16 years","78.11",2023
1,"Piemonte",45.0732745,7.680687483,"Pertosse","PER","16 years","77.41",2023
1,"Piemonte",45.0732745,7.680687483,"Morbillo, Parotite, Rosolia, Varicella","MPRV_first_dose","16 years","95.88",2023
1,"Piemonte",45.0732745,7.680687483,"Morbillo, Parotite, Rosolia, Varicella","MPRV_second_dose","16 years","94.25",2023
1,"Piemonte",45.0732745,7.680687483,"Parotite (prima dose)","PAR_first_dose","16 years","95.64",2023
1,"Piemonte",45.0732745,7.680687483,"Parotite (seconda dose)","PAR_second_dose","16 years","94.06",2023
1,"Piemonte",45.0732745,7.680687483,"Rosolia (prima dose)","ROS_first_dose","16 years","95.66",2023
1,"Piemonte",45.0732745,7.680687483,"Rosolia (seconda dose)","ROS_second_dose","16 years","94.13",2023
1,"Piemonte",45.0732745,7.680687483,"Meningococco C coniugato","Men C","16 years","78.16",2023
1,"Piemonte",45.0732745,7.680687483,"Polio","POL","16 years","77.91",2023
1,"Piemonte",45.0732745,7.680687483,"Epatite A","EP A","16 years","4.04",2023
1,"Piemonte",45.0732745,7.680687483,"Meningococco ACYW coniugato","Men ACYW","16 years","72.63",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Difterite","DIF","16 years","85.23",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Tetano","TET","16 years","85.81",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Pertosse","PER","16 years","84.82",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Morbillo, Parotite, Rosolia, Varicella","MPRV_first_dose","16 years","94.8",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Morbillo, Parotite, Rosolia, Varicella","MPRV_second_dose","16 years","93.48",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Parotite (prima dose)","PAR_first_dose","16 years","94.8",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Parotite (seconda dose)","PAR_second_dose","16 years","93.23",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Rosolia (prima dose)","ROS_first_dose","16 years","94.8",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Rosolia (seconda dose)","ROS_second_dose","16 years","93.4",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Meningococco C coniugato","Men C","16 years","91.75",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Polio","POL","16 years","85.31",2023
