"Region_ID","Region_Name","Region_Lat","Region_Lon","Vaccine_Name","Vaccine_Abbreviation","Age_Group","Coverage_Percentage","Year_Value"
1,"Piemonte",45.0732745,7.680687483,"Polio","POL","48 months","96.02",2023
1,"Piemonte",45.0732745,7.680687483,"Difterite","DIF","48 months","96.02",2023
1,"Piemonte",45.0732745,7.680687483,"Tetano","TET","48 months","96.02",2023
1,"Piemonte",45.0732745,7.680687483,"Pertosse","PER","48 months","96.01",2023
1,"Piemonte",45.0732745,7.680687483,"Epatite B","EP B","48 months","95.91",2023
1,"Piemonte",45.0732745,7.680687483,"Hib","HIB","48 months","96.47",2023
1,"Piemonte",45.0732745,7.680687483,"Morbillo","MOR","48 months","96.05",2023
1,"Piemonte",45.0732745,7.680687483,"Parotite","PAR","48 months","95.99",2023
1,"Piemonte",45.0732745,7.680687483,"Rosolia","ROS","48 months","96.05",2023
1,"Piemonte",45.0732745,7.680687483,"Varicella","VAR","48 months","94.68",2023
1,"Piemonte",45.0732745,7.680687483,"Meningococco C coniugato","Men C","48 months","90.15",2023
1,"Piemonte",45.0732745,7.680687483,"Pneumococco coniugato","PNC","48 months","91.77",2023
1,"Piemonte",45.0732745,7.680687483,"Epatite A","EP A","48 months","0.93",2023
1,"Piemonte",45.0732745,7.680687483,"Rotavirus","ROTA","48 months",NA,2023
1,"Piemonte",45.0732745,7.680687483,"Meningococco B","Men B","48 months","87.03",2023
1,"Piemonte",45.0732745,7.680687483,"Meningococco ACYW coniugato","Men ACYW","48 months","2.02",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Polio","POL","48 months","96.25",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Difterite","DIF","48 months","96.25",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Tetano","TET","48 months","96.37",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Pertosse","PER","48 months","96.25",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Epatite B","EP B","48 months","96.12",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Hib","HIB","48 months","95.87",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Morbillo","MOR","48 months","96.5",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Parotite","PAR","48 months","96.5",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Rosolia","ROS","48 months","96.5",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Varicella","VAR","48 months","92.87",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Meningococco C coniugato","Men C","48 months","91.24",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Pneumococco coniugato","PNC","48 months","92.49",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Epatite A","EP A","48 months","0.88",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Rotavirus","ROTA","48 months",NA,2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Meningococco B","Men B","48 months","86.61",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Meningococco ACYW coniugato","Men ACYW","48 months","1.13",2023
3,"Lombardia",45.46679409,9.190347404,"Polio","POL","48 months","96.69",2023
3,"Lombardia",45.46679409,9.190347404,"Difterite","DIF","48 months","96.68",2023
3,"Lombardia",45.46679409,9.190347404,"Tetano","TET","48 months","96.68",2023
3,"Lombardia",45.46679409,9.190347404,"Pertosse","PER","48 months","96.68",2023
3,"Lombardia",45.46679409,9.190347404,"Epatite B","EP B","48 months","96.64",2023
3,"Lombardia",45.46679409,9.190347404,"Hib","HIB","48 months","96.4",2023
3,"Lombardia",45.46679409,9.190347404,"Morbillo","MOR","48 months","96.61",2023
3,"Lombardia",45.46679409,9.190347404,"Parotite","PAR","48 months","96.54",2023
3,"Lombardia",45.46679409,9.190347404,"Rosolia","ROS","48 months","96.6",2023
3,"Lombardia",45.46679409,9.190347404,"Varicella","VAR","48 months","95.37",2023
3,"Lombardia",45.46679409,9.190347404,"Meningococco C coniugato","Men C","48 months","94.1",2023
3,"Lombardia",45.46679409,9.190347404,"Pneumococco coniugato","PNC","48 months","94.13",2023
3,"Lombardia",45.46679409,9.190347404,"Epatite A","EP A","48 months","3.46",2023
3,"Lombardia",45.46679409,9.190347404,"Rotavirus","ROTA","48 months",NA,2023
3,"Lombardia",45.46679409,9.190347404,"Meningococco B","Men B","48 months","92.57",2023
3,"Lombardia",45.46679409,9.190347404,"Meningococco ACYW coniugato","Men ACYW","48 months","2.05",2023
21,"Bolzano",46.49933453,11.35662422,"Polio","POL","48 months","92.89",2023
21,"Bolzano",46.49933453,11.35662422,"Difterite","DIF","48 months","93.07",2023
21,"Bolzano",46.49933453,11.35662422,"Tetano","TET","48 months","93.11",2023
21,"Bolzano",46.49933453,11.35662422,"Pertosse","PER","48 months","93.09",2023
21,"Bolzano",46.49933453,11.35662422,"Epatite B","EP B","48 months","93.07",2023
21,"Bolzano",46.49933453,11.35662422,"Hib","HIB","48 months","92.89",2023
21,"Bolzano",46.49933453,11.35662422,"Morbillo","MOR","48 months","93.56",2023
21,"Bolzano",46.49933453,11.35662422,"Parotite","PAR","48 months","93.52",2023
21,"Bolzano",46.49933453,11.35662422,"Rosolia","ROS","48 months","93.56",2023
21,"Bolzano",46.49933453,11.35662422,"Varicella","VAR","48 months","92.92",2023
21,"Bolzano",46.49933453,11.35662422,"Meningococco C coniugato","Men C","48 months","73.84",2023
21,"Bolzano",46.49933453,11.35662422,"Pneumococco coniugato","PNC","48 months","81.88",2023
21,"Bolzano",46.49933453,11.35662422,"Epatite A","EP A","48 months","1.18",2023
21,"Bolzano",46.49933453,11.35662422,"Rotavirus","ROTA","48 months",NA,2023
21,"Bolzano",46.49933453,11.35662422,"Meningococco B","Men B","48 months","51.58",2023
21,"Bolzano",46.49933453,11.35662422,"Meningococco ACYW coniugato","Men ACYW","48 months","8.63",2023
22,"Trento",46.06893511,11.12123097,"Polio","POL","48 months","96.93",2023
22,"Trento",46.06893511,11.12123097,"Difterite","DIF","48 months","96.95",2023
22,"Trento",46.06893511,11.12123097,"Tetano","TET","48 months","96.95",2023
22,"Trento",46.06893511,11.12123097,"Pertosse","PER","48 months","96.93",2023
22,"Trento",46.06893511,11.12123097,"Epatite B","EP B","48 months","96.84",2023
22,"Trento",46.06893511,11.12123097,"Hib","HIB","48 months","96.77",2023
22,"Trento",46.06893511,11.12123097,"Morbillo","MOR","48 months","96.72",2023
22,"Trento",46.06893511,11.12123097,"Parotite","PAR","48 months","96.69",2023
22,"Trento",46.06893511,11.12123097,"Rosolia","ROS","48 months","96.72",2023
22,"Trento",46.06893511,11.12123097,"Varicella","VAR","48 months","95.78",2023
22,"Trento",46.06893511,11.12123097,"Meningococco C coniugato","Men C","48 months","90.23",2023
22,"Trento",46.06893511,11.12123097,"Pneumococco coniugato","PNC","48 months","92.5",2023
22,"Trento",46.06893511,11.12123097,"Epatite A","EP A","48 months","2.51",2023
22,"Trento",46.06893511,11.12123097,"Rotavirus","ROTA","48 months",NA,2023
22,"Trento",46.06893511,11.12123097,"Meningococco B","Men B","48 months","82.42",2023
22,"Trento",46.06893511,11.12123097,"Meningococco ACYW coniugato","Men ACYW","48 months","88.89",2023
5,"Veneto",45.43490485,12.33845213,"Polio","POL","48 months","96.18",2023
5,"Veneto",45.43490485,12.33845213,"Difterite","DIF","48 months","96.18",2023
5,"Veneto",45.43490485,12.33845213,"Tetano","TET","48 months","96.22",2023
5,"Veneto",45.43490485,12.33845213,"Pertosse","PER","48 months","96.17",2023
5,"Veneto",45.43490485,12.33845213,"Epatite B","EP B","48 months","96.05",2023
5,"Veneto",45.43490485,12.33845213,"Hib","HIB","48 months","95.77",2023
5,"Veneto",45.43490485,12.33845213,"Morbillo","MOR","48 months","95.89",2023
5,"Veneto",45.43490485,12.33845213,"Parotite","PAR","48 months","95.77",2023
5,"Veneto",45.43490485,12.33845213,"Rosolia","ROS","48 months","95.87",2023
5,"Veneto",45.43490485,12.33845213,"Varicella","VAR","48 months","95.14",2023
5,"Veneto",45.43490485,12.33845213,"Meningococco C coniugato","Men C","48 months","92.27",2023
5,"Veneto",45.43490485,12.33845213,"Pneumococco coniugato","PNC","48 months","93.95",2023
5,"Veneto",45.43490485,12.33845213,"Epatite A","EP A","48 months","13.6",2023
5,"Veneto",45.43490485,12.33845213,"Rotavirus","ROTA","48 months","91.93",2023
5,"Veneto",45.43490485,12.33845213,"Meningococco B","Men B","48 months","91.93",2023
5,"Veneto",45.43490485,12.33845213,"Meningococco ACYW coniugato","Men ACYW","48 months","91.09",2023
6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"Polio","POL","48 months","98.96",2023
6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"Difterite","DIF","48 months","98.98",2023
6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"Tetano","TET","48 months","98.98",2023
6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"Pertosse","PER","48 months","98.98",2023
6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"Epatite B","EP B","48 months","98.79",2023
6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"Hib","HIB","48 months","98.7",2023
6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"Morbillo","MOR","48 months","98.4",2023
6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"Parotite","PAR","48 months","98.32",2023
6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"Rosolia","ROS","48 months","98.35",2023
6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"Varicella","VAR","48 months","97.37",2023
6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"Meningococco C coniugato","Men C","48 months","91.23",2023
6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"Pneumococco coniugato","PNC","48 months","94.2",2023
6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"Epatite A","EP A","48 months","5.59",2023
6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"Rotavirus","ROTA","48 months",NA,2023
6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"Meningococco B","Men B","48 months","87.68",2023
6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"Meningococco ACYW coniugato","Men ACYW","48 months","90.25",2023
7,"Liguria",44.41149315,8.9326992,"Polio","POL","48 months","94.71",2023
7,"Liguria",44.41149315,8.9326992,"Difterite","DIF","48 months","94.77",2023
7,"Liguria",44.41149315,8.9326992,"Tetano","TET","48 months","94.77",2023
7,"Liguria",44.41149315,8.9326992,"Pertosse","PER","48 months","94.77",2023
7,"Liguria",44.41149315,8.9326992,"Epatite B","EP B","48 months","94.73",2023
7,"Liguria",44.41149315,8.9326992,"Hib","HIB","48 months","94.71",2023
7,"Liguria",44.41149315,8.9326992,"Morbillo","MOR","48 months","94.12",2023
7,"Liguria",44.41149315,8.9326992,"Parotite","PAR","48 months","93.92",2023
7,"Liguria",44.41149315,8.9326992,"Rosolia","ROS","48 months","94.07",2023
7,"Liguria",44.41149315,8.9326992,"Varicella","VAR","48 months","92.91",2023
7,"Liguria",44.41149315,8.9326992,"Meningococco C coniugato","Men C","48 months","76.51",2023
7,"Liguria",44.41149315,8.9326992,"Pneumococco coniugato","PNC","48 months","91.26",2023
7,"Liguria",44.41149315,8.9326992,"Epatite A","EP A","48 months","3.28",2023
7,"Liguria",44.41149315,8.9326992,"Rotavirus","ROTA","48 months",NA,2023
7,"Liguria",44.41149315,8.9326992,"Meningococco B","Men B","48 months","87.3",2023
7,"Liguria",44.41149315,8.9326992,"Meningococco ACYW coniugato","Men ACYW","48 months","46.59",2023
