"Region_ID","Region_Name","Region_Lat","Region_Lon","Vaccine_Name","Vaccine_Abbreviation","Age_Group","Coverage_Percentage","Year_Value"
1,"Piemonte",45.0732745,7.680687483,"Morbillo","MOR","8 years","90.17",2023
1,"Piemonte",45.0732745,7.680687483,"Parotite","PAR","8 years","89.87",2023
1,"Piemonte",45.0732745,7.680687483,"Rosolia","ROS","8 years","90.08",2023
1,"Piemonte",45.0732745,7.680687483,"Varicella","VAR","8 years","11.66",2023
1,"Piemonte",45.0732745,7.680687483,"Difterite","DIF","8 years","90.62",2023
1,"Piemonte",45.0732745,7.680687483,"Tetano","TET","8 years","90.66",2023
1,"Piemonte",45.0732745,7.680687483,"Pertosse","PER","8 years","90.56",2023
1,"Piemonte",45.0732745,7.680687483,"Polio","POL","8 years","90.71",2023
1,"Piemonte",45.0732745,7.680687483,"Hib","HIB","8 years","95.15",2023
1,"Piemonte",45.0732745,7.680687483,"Epatite B","EP B","8 years","95.3",2023
1,"Piemonte",45.0732745,7.680687483,"Morbillo, Parotite, Rosolia, Varicella","MPRV_first_dose","8 years","3.8",2023
1,"Piemonte",45.0732745,7.680687483,"Morbillo, Parotite, Rosolia, Varicella","MPRV_second_dose","8 years","5.74",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Morbillo","MOR","8 years","92.06",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Parotite","PAR","8 years","91.34",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Rosolia","ROS","8 years","92.06",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Varicella","VAR","8 years","17.32",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Difterite","DIF","8 years","91.75",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Tetano","TET","8 years","91.96",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Pertosse","PER","8 years","91.75",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Polio","POL","8 years","91.86",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Hib","HIB","8 years","93.71",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Epatite B","EP B","8 years","94.74",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Morbillo, Parotite, Rosolia, Varicella","MPRV_first_dose","8 years","4.74",2023
2,"Valle d'Aosta",45.73750286,7.320149366,"Morbillo, Parotite, Rosolia, Varicella","MPRV_second_dose","8 years","11.24",2023
